"year","month","lon5","lat5","mean.pred1"
1969,9,97.5,-42.5,7.55617591147627
1969,9,97.5,-37.5,6.03023101766952
1969,9,102.5,-47.5,6.05480155570563
1969,9,102.5,-42.5,6.44431605426113
1969,9,102.5,-37.5,5.4885861925371
1969,9,107.5,-47.5,5.48689381871907
1969,9,107.5,-42.5,5.48589375805381
1969,9,107.5,-37.5,5.69496746052377
1969,9,112.5,-42.5,3.82699547579411
1969,9,112.5,-37.5,4.78589506784493
1969,9,117.5,-47.5,2.51396434452745
1969,9,117.5,-42.5,2.13888866150589
1969,9,117.5,-37.5,2.87054614472007
1969,9,122.5,-42.5,1.13207145603143
1969,9,122.5,-37.5,1.36297328901291
1969,9,127.5,-42.5,0.727841989720859
1969,9,127.5,-37.5,0.696043582189773
1969,9,132.5,-42.5,0.835058556195712
1969,9,132.5,-37.5,0.738958943193421
1969,9,137.5,-47.5,2.70619795039156
1969,9,137.5,-42.5,1.97808566157058
1969,9,137.5,-37.5,2.27630687408031
1969,9,142.5,-47.5,5.15195251763012
1969,9,142.5,-42.5,4.70334825923958
1969,9,147.5,-47.5,4.09506865461879
